    #         X           Y           Z        CHARGE     MIN DIST    ATOMIC VOL
 --------------------------------------------------------------------------------
    1      0.000000    0.000000    0.000000    6.6136782    0.835789    9.922887
    2      1.000000    0.000000    0.000000    6.6187825    0.929470    8.175158
    3      0.000000    1.000000    0.000000    6.6187825    0.929470    8.175158
    4      0.000000    0.000000    1.000000    6.7384098    0.973007    9.265802
    5      1.000000    1.000000    0.000000    6.6187825    0.929470    8.175158
    6      1.000000    0.000000    1.000000    6.6137029    0.835789    9.923233
    7      0.250000    0.250000    0.250000    7.0215230    0.940670   12.382546
    8      0.750000    0.250000    0.250000    7.0243570    0.817381   12.566972
    9      0.250000    0.750000    0.250000    7.0215230    0.940670   12.382546
   10      0.250000    0.250000    0.750000    7.0215230    0.940670   12.382546
   11      0.750000    0.750000    0.250000    7.0215230    0.940670   12.382546
   12      0.750000    0.250000    0.750000    7.0215230    0.940670   12.382546
   13      0.250000    0.750000    0.750000    7.0215230    0.940670   12.382546
   14      0.750000    0.750000    0.750000    7.0243570    0.817381   12.566972
 --------------------------------------------------------------------------------
 VACUUM CHARGE:               0.0000
 VACUUM VOLUME:               0.0000
 NUMBER OF ELECTRONS:        96.0000
